Model,Accuracy,Precision,Recall,F1-score,ROC AUC Score,Computational Time
Random Forest Classifier Scaled,0.884118190212373,0.8265795206971678,0.6059734866634723,0.6992903879826744,0.7848107374861865,55.99698734283447
Random Forest Classifier with Feature Selection Scaled,0.8823780098018326,0.8177117000646412,0.6061332055582176,0.6962025316455697,0.7837488880236628,50.82372522354126
